id,name,duplicateCount,elementCount,relationshipCount,viewCount,num_formats,hasWarning,hasDuplicate,rel_elem_ratio,view_elem_ratio,source_GitHub,source_Other,source_Unknown,language_bs,language_ca,language_cs,language_da,language_de,language_en,language_es,language_fi,language_fr,language_hr,language_id,language_it,language_ko,language_ms,language_nb,language_nl,language_nn,language_pl,language_pt,language_ru,language_sl,language_sv,language_tl,language_vi,language_yo,language_zh,arb_outcome
c4d7f98f-555b-4bda-aa37-d2516a2e0aae,Kommunal sektor,0,1465,2020,83,4,1,0,1.378839590443686,0.05665529010238908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1a07e439,Archivatrion,0,14,10,1,4,0,0,0.7142857142857143,0.07142857142857142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_ZL-wUHOJEeuCM8KqVoRWiA,MetrologyCertification,0,20,16,1,4,0,0,0.8,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2108c774-585b-4453-bc23-a2e353330f08,GRM,0,264,264,39,4,0,0,1.0,0.14772727272727273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id-40c7f23970b84e5e968194f90a287c31,AplicacionGuiada,0,48,70,10,4,0,0,1.4583333333333333,0.20833333333333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id-EAPK_1B7FFD02_4F1E_451b_B80C_F35A7EA6861D,GC Business Capability Model v2.0,0,197,0,1,4,0,0,0.0,0.005076142131979695,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5f935242, the same physical entity in different contexts,0,43,62,1,4,0,0,1.441860465116279,0.023255813953488372,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
id-07a44de9478445aaa9fa8c2014c980ab,TecnologiaNegocio,0,122,194,6,4,0,0,1.5901639344262295,0.04918032786885246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2b51c929,wm-system,0,70,82,5,4,0,0,1.1714285714285715,0.07142857142857142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id-26d1f6c79e77468b9dac9d5bc278c0bd,(new model),0,33,32,1,4,0,0,0.9696969696969697,0.030303030303030304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
id-97ef82576b87499e88a3d368d4573d4b,SwHelpDesk,0,119,145,1,4,0,0,1.218487394957983,0.008403361344537815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
_K8uH4DDcEey1FOYlnOh8Hw,buhService,0,37,26,2,4,0,0,0.7027027027027027,0.05405405405405406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8b8a004b,baseline_applications,0,175,162,12,4,0,0,0.9257142857142857,0.06857142857142857,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466b1e76,Domein Sport 020,0,266,254,14,4,0,0,0.9548872180451128,0.05263157894736842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fa7c7a16-1338-4eae-97e2-7b9aed26799c,CCS Architecture,0,358,489,31,4,0,0,1.3659217877094971,0.08659217877094973,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf0c6e7a-ab91-4d57-b336-fa44a16e390f,Organização da Aplicação,0,38,55,1,4,0,0,1.4473684210526316,0.02631578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
